report_id,data_source
1993,synthetic
1994,synthetic
1995,synthetic
1996,synthetic
1997,synthetic
1998,synthetic
1999,synthetic
2000,synthetic
2001,synthetic
2002,synthetic
2003,synthetic
2004,synthetic
2005,synthetic
2006,synthetic
2007,synthetic
2008,synthetic
2009,synthetic
2010,synthetic
2011,synthetic
2012,synthetic
2013,synthetic
2014,synthetic
2015,synthetic
2016,synthetic
2017,synthetic
2018,synthetic
2019,synthetic
2020,synthetic
2021,synthetic
2022,synthetic
2023,synthetic
2024,synthetic
2025,synthetic
2026,synthetic
2027,synthetic
2028,synthetic
2029,synthetic
2030,synthetic
2031,synthetic
2032,synthetic
2033,synthetic
2034,synthetic
2035,synthetic
2036,synthetic
2037,synthetic
2038,synthetic
2039,synthetic
2040,synthetic
2041,synthetic
2042,synthetic
2043,synthetic
2044,synthetic
2045,synthetic
2046,synthetic
2047,synthetic
2048,synthetic
2049,synthetic
2050,synthetic
2051,synthetic
2052,synthetic
2053,synthetic
2054,synthetic
2055,synthetic
2056,synthetic
2057,synthetic
2058,synthetic
2059,synthetic
2060,synthetic
2061,synthetic
2062,synthetic
2063,synthetic
2064,synthetic
2065,synthetic
2066,synthetic
2067,synthetic
2068,synthetic
2069,synthetic
2070,synthetic
2071,synthetic
2072,synthetic
2073,synthetic
2074,synthetic
2075,synthetic
2076,synthetic
2077,synthetic
2078,synthetic
2079,synthetic
2080,synthetic
2081,synthetic
2082,synthetic
2083,synthetic
2084,synthetic
2085,synthetic
2086,synthetic
2087,synthetic
2088,synthetic
2089,synthetic
2090,synthetic
2091,synthetic
2092,synthetic
2093,synthetic
2094,synthetic
2095,synthetic
2096,synthetic
2097,synthetic
2098,synthetic
2099,synthetic
2100,synthetic
2101,synthetic
2102,synthetic
2103,synthetic
2104,synthetic
2105,synthetic
2106,synthetic
2107,synthetic
2108,synthetic
2109,synthetic
2110,synthetic
2111,synthetic
2112,synthetic
2113,synthetic
2114,synthetic
2115,synthetic
2116,synthetic
2117,synthetic
2118,synthetic
2119,synthetic
2120,synthetic
2121,synthetic
2122,synthetic
2123,synthetic
2124,synthetic
2125,synthetic
2126,synthetic
2127,synthetic
2128,synthetic
2129,synthetic
2130,synthetic
2131,synthetic
2132,synthetic
2133,synthetic
2134,synthetic
2135,synthetic
2136,synthetic
2137,synthetic
2138,synthetic
2139,synthetic
2140,synthetic
2141,synthetic
2142,synthetic
2143,synthetic
2144,synthetic
2145,synthetic
2146,synthetic
2147,synthetic
2148,synthetic
2149,synthetic
2150,synthetic
2151,synthetic
2152,synthetic
2153,synthetic
2154,synthetic
2155,synthetic
2156,synthetic
2157,synthetic
2158,synthetic
2159,synthetic
2160,synthetic
2161,synthetic
2162,synthetic
2163,synthetic
2164,synthetic
2165,synthetic
2166,synthetic
2167,synthetic
2168,synthetic
2169,synthetic
2170,synthetic
2171,synthetic
2172,synthetic
2173,synthetic
2174,synthetic
2175,synthetic
2176,synthetic
2177,synthetic
2178,synthetic
2179,synthetic
2180,synthetic
2181,synthetic
2182,synthetic
2183,synthetic
2184,synthetic
2185,synthetic
2186,synthetic
2187,synthetic
2188,synthetic
2189,synthetic
2190,synthetic
2191,synthetic
2192,synthetic
2193,synthetic
2194,synthetic
2195,synthetic
2196,synthetic
2197,synthetic
2198,synthetic
2199,synthetic
2200,synthetic
2201,synthetic
2202,synthetic
2203,synthetic
2204,synthetic
2205,synthetic
2206,synthetic
2207,synthetic
2208,synthetic
2209,synthetic
2210,synthetic
2211,synthetic
2212,synthetic
2213,synthetic
2214,synthetic
2215,synthetic
2216,synthetic
2217,synthetic
2218,synthetic
2219,synthetic
2220,synthetic
2221,synthetic
2222,synthetic
2223,synthetic
2224,synthetic
2225,synthetic
2226,synthetic
2227,synthetic
2228,synthetic
2229,synthetic
2230,synthetic
2231,synthetic
2232,synthetic
2233,synthetic
2234,synthetic
2235,synthetic
2236,synthetic
2237,synthetic
2238,synthetic
2239,synthetic
2240,synthetic
2241,synthetic
2242,synthetic
2243,synthetic
2244,synthetic
2245,synthetic
2246,synthetic
2247,synthetic
2248,synthetic
2249,synthetic
2250,synthetic
2251,synthetic
2252,synthetic
2253,synthetic
2254,synthetic
2255,synthetic
2256,synthetic
2257,synthetic
2258,synthetic
2259,synthetic
2260,synthetic
2261,synthetic
2262,synthetic
2263,synthetic
2264,synthetic
2265,synthetic
2266,synthetic
2267,synthetic
2268,synthetic
2269,synthetic
2270,synthetic
2271,synthetic
2272,synthetic
2273,synthetic
2274,synthetic
2275,synthetic
2276,synthetic
2277,synthetic
2278,synthetic
2279,synthetic
2280,synthetic
2281,synthetic
2282,synthetic
2283,synthetic
2284,synthetic
2285,synthetic
2286,synthetic
2287,synthetic
2288,synthetic
2289,synthetic
2290,synthetic
2291,synthetic
2292,synthetic
2293,synthetic
2294,synthetic
2295,synthetic
2296,synthetic
2297,synthetic
2298,synthetic
2299,synthetic
2300,synthetic
2301,synthetic
2302,synthetic
2303,synthetic
2304,synthetic
2305,synthetic
2306,synthetic
2307,synthetic
2308,synthetic
2309,synthetic
2310,synthetic
2311,synthetic
2312,synthetic
2313,synthetic
2314,synthetic
2315,synthetic
2316,synthetic
2317,synthetic
2318,synthetic
2319,synthetic
2320,synthetic
2321,synthetic
2322,synthetic
2323,synthetic
2324,synthetic
2325,synthetic
2326,synthetic
2327,synthetic
2328,synthetic
2329,synthetic
2330,synthetic
2331,synthetic
2332,synthetic
2333,synthetic
2334,synthetic
2335,synthetic
2336,synthetic
2337,synthetic
2338,synthetic
2339,synthetic
2340,synthetic
2341,synthetic
2342,synthetic
2343,synthetic
2344,synthetic
2345,synthetic
2346,synthetic
2347,synthetic
2348,synthetic
2349,synthetic
2350,synthetic
2351,synthetic
2352,synthetic
2353,synthetic
2354,synthetic
2355,synthetic
2356,synthetic
2357,synthetic
2358,synthetic
2359,synthetic
2360,synthetic
2361,synthetic
2362,synthetic
2363,synthetic
2364,synthetic
2365,synthetic
2366,synthetic
2367,synthetic
2368,synthetic
2369,synthetic
2370,synthetic
2371,synthetic
2372,synthetic
2373,synthetic
2374,synthetic
2375,synthetic
2376,synthetic
2377,synthetic
2378,synthetic
2379,synthetic
2380,synthetic
2381,synthetic
2382,synthetic
2383,synthetic
2384,synthetic
2385,synthetic
2386,synthetic
2387,synthetic
2388,synthetic
2389,synthetic
2390,synthetic
2391,synthetic
2392,synthetic
2393,synthetic
2394,synthetic
2395,synthetic
2396,synthetic
2397,synthetic
2398,synthetic
2399,synthetic
2400,synthetic
2401,synthetic
2402,synthetic
2403,synthetic
2404,synthetic
2405,synthetic
2406,synthetic
2407,synthetic
2408,synthetic
2409,synthetic
2410,synthetic
2411,synthetic
2412,synthetic
2413,synthetic
2414,synthetic
2415,synthetic
2416,synthetic
2417,synthetic
2418,synthetic
2419,synthetic
2420,synthetic
2421,synthetic
2422,synthetic
2423,synthetic
2424,synthetic
2425,synthetic
2426,synthetic
2427,synthetic
2428,synthetic
2429,synthetic
2430,synthetic
2431,synthetic
2432,synthetic
2433,synthetic
2434,synthetic
2435,synthetic
2436,synthetic
2437,synthetic
2438,synthetic
2439,synthetic
2440,synthetic
2441,synthetic
2442,synthetic
2443,synthetic
2444,synthetic
2445,synthetic
2446,synthetic
2447,synthetic
2448,synthetic
2449,synthetic
2450,synthetic
2451,synthetic
2452,synthetic
2453,synthetic
2454,synthetic
2455,synthetic
2456,synthetic
2457,synthetic
2458,synthetic
2459,synthetic
2460,synthetic
2461,synthetic
2462,synthetic
2463,synthetic
2464,synthetic
2465,synthetic
2466,synthetic
2467,synthetic
2468,synthetic
2469,synthetic
2470,synthetic
2471,synthetic
2472,synthetic
2473,synthetic
2474,synthetic
2475,synthetic
2476,synthetic
2477,synthetic
2478,synthetic
2479,synthetic
2480,synthetic
2481,synthetic
2482,synthetic
2483,synthetic
2484,synthetic
2485,synthetic
2486,synthetic
2487,synthetic
2488,synthetic
2489,synthetic
2490,synthetic
2491,synthetic
2492,synthetic
2493,synthetic
2494,synthetic
2495,synthetic
2496,synthetic
2497,synthetic
2498,synthetic
2499,synthetic
2500,synthetic
2501,synthetic
2502,synthetic
2503,synthetic
2504,synthetic
2505,synthetic
2506,synthetic
2507,synthetic
2508,synthetic
2509,synthetic
2510,synthetic
2511,synthetic
2512,synthetic
2513,synthetic
2514,synthetic
2515,synthetic
2516,synthetic
2517,synthetic
2518,synthetic
2519,synthetic
2520,synthetic
2521,synthetic
2522,synthetic
2523,synthetic
2524,synthetic
2525,synthetic
2526,synthetic
2527,synthetic
2528,synthetic
2529,synthetic
2530,synthetic
2531,synthetic
2532,synthetic
2533,synthetic
2534,synthetic
2535,synthetic
2536,synthetic
2537,synthetic
2538,synthetic
2539,synthetic
2540,synthetic
2541,synthetic
2542,synthetic
2543,synthetic
2544,synthetic
2545,synthetic
2546,synthetic
2547,synthetic
2548,synthetic
2549,synthetic
2550,synthetic
2551,synthetic
2552,synthetic
2553,synthetic
2554,synthetic
2555,synthetic
2556,synthetic
2557,synthetic
2558,synthetic
2559,synthetic
2560,synthetic
2561,synthetic
2562,synthetic
2563,synthetic
2564,synthetic
2565,synthetic
2566,synthetic
2567,synthetic
2568,synthetic
2569,synthetic
2570,synthetic
2571,synthetic
2572,synthetic
2573,synthetic
2574,synthetic
2575,synthetic
2576,synthetic
2577,synthetic
2578,synthetic
2579,synthetic
2580,synthetic
2581,synthetic
2582,synthetic
2583,synthetic
2584,synthetic
2585,synthetic
2586,synthetic
2587,synthetic
2588,synthetic
2589,synthetic
2590,synthetic
2591,synthetic
2592,synthetic
2593,synthetic
2594,synthetic
2595,synthetic
2596,synthetic
2597,synthetic
2598,synthetic
2599,synthetic
2600,synthetic
2601,synthetic
2602,synthetic
2603,synthetic
2604,synthetic
2605,synthetic
2606,synthetic
2607,synthetic
2608,synthetic
2609,synthetic
2610,synthetic
2611,synthetic
2612,synthetic
2613,synthetic
2614,synthetic
2615,synthetic
2616,synthetic
2617,synthetic
2618,synthetic
2619,synthetic
2620,synthetic
2621,synthetic
2622,synthetic
2623,synthetic
2624,synthetic
2625,synthetic
2626,synthetic
2627,synthetic
2628,synthetic
2629,synthetic
2630,synthetic
2631,synthetic
2632,synthetic
2633,synthetic
2634,synthetic
2635,synthetic
2636,synthetic
2637,synthetic
2638,synthetic
2639,synthetic
2640,synthetic
2641,synthetic
2642,synthetic
2643,synthetic
2644,synthetic
2645,synthetic
2646,synthetic
2647,synthetic
2648,synthetic
2649,synthetic
2650,synthetic
2651,synthetic
2652,synthetic
2653,synthetic
2654,synthetic
2655,synthetic
2656,synthetic
2657,synthetic
2658,synthetic
2659,synthetic
2660,synthetic
2661,synthetic
2662,synthetic
2663,synthetic
2664,synthetic
2665,synthetic
2666,synthetic
2667,synthetic
2668,synthetic
2669,synthetic
2670,synthetic
2671,synthetic
2672,synthetic
2673,synthetic
2674,synthetic
2675,synthetic
2676,synthetic
2677,synthetic
2678,synthetic
2679,synthetic
2680,synthetic
2681,synthetic
2682,synthetic
2683,synthetic
2684,synthetic
2685,synthetic
2686,synthetic
2687,synthetic
2688,synthetic
2689,synthetic
2690,synthetic
2691,synthetic
2692,synthetic
2693,synthetic
2694,synthetic
2695,synthetic
2696,synthetic
2697,synthetic
2698,synthetic
2699,synthetic
2700,synthetic
2701,synthetic
2702,synthetic
2703,synthetic
2704,synthetic
2705,synthetic
2706,synthetic
2707,synthetic
2708,synthetic
2709,synthetic
2710,synthetic
2711,synthetic
2712,synthetic
2713,synthetic
2714,synthetic
2715,synthetic
2716,synthetic
2717,synthetic
2718,synthetic
2719,synthetic
2720,synthetic
2721,synthetic
2722,synthetic
2723,synthetic
2724,synthetic
2725,synthetic
2726,synthetic
2727,synthetic
2728,synthetic
2729,synthetic
2730,synthetic
2731,synthetic
2732,synthetic
2733,synthetic
2734,synthetic
2735,synthetic
2736,synthetic
2737,synthetic
2738,synthetic
2739,synthetic
2740,synthetic
2741,synthetic
2742,synthetic
2743,synthetic
2744,synthetic
2745,synthetic
2746,synthetic
2747,synthetic
2748,synthetic
2749,synthetic
2750,synthetic
2751,synthetic
2752,synthetic
2753,synthetic
2754,synthetic
2755,synthetic
2756,synthetic
2757,synthetic
2758,synthetic
2759,synthetic
2760,synthetic
2761,synthetic
2762,synthetic
2763,synthetic
2764,synthetic
2765,synthetic
2766,synthetic
2767,synthetic
2768,synthetic
2769,synthetic
2770,synthetic
2771,synthetic
2772,synthetic
2773,synthetic
2774,synthetic
2775,synthetic
2776,synthetic
2777,synthetic
2778,synthetic
2779,synthetic
2780,synthetic
2781,synthetic
2782,synthetic
2783,synthetic
2784,synthetic
2785,synthetic
2786,synthetic
2787,synthetic
2788,synthetic
2789,synthetic
2790,synthetic
2791,synthetic
2792,synthetic
2793,synthetic
2794,synthetic
2795,synthetic
2796,synthetic
2797,synthetic
2798,synthetic
2799,synthetic
2800,synthetic
2801,synthetic
2802,synthetic
2803,synthetic
2804,synthetic
2805,synthetic
2806,synthetic
2807,synthetic
2808,synthetic
2809,synthetic
2810,synthetic
2811,synthetic
2812,synthetic
2813,synthetic
2814,synthetic
2815,synthetic
2816,synthetic
2817,synthetic
2818,synthetic
2819,synthetic
2820,synthetic
2821,synthetic
2822,synthetic
2823,synthetic
2824,synthetic
2825,synthetic
2826,synthetic
2827,synthetic
2828,synthetic
2829,synthetic
2830,synthetic
2831,synthetic
2832,synthetic
2833,synthetic
2834,synthetic
2835,synthetic
2836,synthetic
2837,synthetic
2838,synthetic
2839,synthetic
2840,synthetic
2841,synthetic
2842,synthetic
2843,synthetic
2844,synthetic
2845,synthetic
2846,synthetic
2847,synthetic
2848,synthetic
2849,synthetic
2850,synthetic
2851,synthetic
2852,synthetic
2853,synthetic
2854,synthetic
2855,synthetic
2856,synthetic
2857,synthetic
2858,synthetic
2859,synthetic
2860,synthetic
2861,synthetic
2862,synthetic
2863,synthetic
2864,synthetic
2865,synthetic
2866,synthetic
2867,synthetic
2868,synthetic
2869,synthetic
2870,synthetic
2871,synthetic
2872,synthetic
2873,synthetic
2874,synthetic
2875,synthetic
2876,synthetic
2877,synthetic
2878,synthetic
2879,synthetic
2880,synthetic
2881,synthetic
2882,synthetic
2883,synthetic
2884,synthetic
2885,synthetic
2886,synthetic
2887,synthetic
2888,synthetic
2889,synthetic
2890,synthetic
2891,synthetic
2892,synthetic
2893,synthetic
2894,synthetic
2895,synthetic
2896,synthetic
2897,synthetic
2898,synthetic
2899,synthetic
2900,synthetic
2901,synthetic
2902,synthetic
2903,synthetic
2904,synthetic
2905,synthetic
2906,synthetic
2907,synthetic
2908,synthetic
2909,synthetic
2910,synthetic
2911,synthetic
2912,synthetic
2913,synthetic
2914,synthetic
2915,synthetic
2916,synthetic
2917,synthetic
2918,synthetic
2919,synthetic
2920,synthetic
2921,synthetic
2922,synthetic
2923,synthetic
2924,synthetic
2925,synthetic
2926,synthetic
2927,synthetic
2928,synthetic
2929,synthetic
2930,synthetic
2931,synthetic
2932,synthetic
2933,synthetic
2934,synthetic
2935,synthetic
2936,synthetic
2937,synthetic
2938,synthetic
2939,synthetic
2940,synthetic
2941,synthetic
2942,synthetic
2943,synthetic
2944,synthetic
2945,synthetic
2946,synthetic
2947,synthetic
2948,synthetic
2949,synthetic
2950,synthetic
2951,synthetic
2952,synthetic
2953,synthetic
2954,synthetic
2955,synthetic
2956,synthetic
2957,synthetic
2958,synthetic
2959,synthetic
2960,synthetic
2961,synthetic
2962,synthetic
2963,synthetic
2964,synthetic
2965,synthetic
2966,synthetic
2967,synthetic
2968,synthetic
2969,synthetic
2970,synthetic
2971,synthetic
2972,synthetic
2973,synthetic
2974,synthetic
2975,synthetic
2976,synthetic
2977,synthetic
2978,synthetic
2979,synthetic
2980,synthetic
2981,synthetic
2982,synthetic
2983,synthetic
2984,synthetic
2985,synthetic
2986,synthetic
2987,synthetic
2988,synthetic
2989,synthetic
2990,synthetic
2991,synthetic
2992,synthetic
2993,synthetic
2994,synthetic
2995,synthetic
2996,synthetic
2997,synthetic
2998,synthetic
2999,synthetic
3000,synthetic
3001,synthetic
3002,synthetic
3003,synthetic
3004,synthetic
3005,synthetic
3006,synthetic
3007,synthetic
3008,synthetic
3009,synthetic
3010,synthetic
3011,synthetic
3012,synthetic
3013,synthetic
3014,synthetic
3015,synthetic
3016,synthetic
3017,synthetic
3018,synthetic
